calls_id,queue_id,service_id,counter_id,user_id,token_letter,token_number,called_date,started_date,ended_date,started_time,ended_time,served_time,waiting_time,turn_around_time,created_date,updated_date,created_time,updated_time,call_status_id,turn_around_time_in_sec,served_time_in_sec,waiting_time_in_sec
77,86,1,1,5,W,15,2024-01-26,2024-01-26,2024-01-26,11:16:49,11:19:19,,00:11:24,,2024-01-26,2024-01-26,11:16:49,11:19:19,2.0,,,684
78,69,2,2,13,NR,10,2024-01-26,2024-01-26,2024-01-26,11:19:00,11:32:04,00:13:04,01:06:36,01:19:40,2024-01-26,2024-01-26,11:19:00,11:32:04,1.0,4780.0,784.0,3996
79,87,1,1,5,W,16,2024-01-26,2024-01-26,2024-01-26,11:19:20,11:26:36,,00:13:37,,2024-01-26,2024-01-26,11:19:20,11:26:36,2.0,,,817
80,70,2,8,7,NR,11,2024-01-26,2024-01-26,2024-01-26,11:20:34,11:59:43,00:39:09,01:07:57,01:47:06,2024-01-26,2024-01-26,11:20:34,11:59:43,1.0,6426.0,2349.0,4077
82,84,1,1,5,W,13,2024-01-26,2024-01-26,2024-01-26,11:05:54,11:41:56,,00:01:53,,2024-01-26,2024-01-26,11:26:40,11:41:56,2.0,,,113
83,73,2,3,10,NR,12,2024-01-26,2024-01-26,2024-01-26,11:26:27,11:29:01,,01:07:57,,2024-01-26,2024-01-26,11:28:55,11:29:01,2.0,,,4077
84,74,2,3,10,NR,13,2024-01-26,2024-01-26,2024-01-26,11:37:16,11:48:10,00:10:54,01:15:31,01:26:25,2024-01-26,2024-01-26,11:37:16,11:48:10,1.0,5185.0,654.0,4531
85,88,1,1,5,W,17,2024-01-26,2024-01-26,2024-01-26,11:42:05,11:44:17,,00:36:06,,2024-01-26,2024-01-26,11:42:05,11:44:17,2.0,,,2166
86,89,1,1,5,W,18,2024-01-26,2024-01-26,2024-01-26,11:45:24,12:59:05,,00:38:45,,2024-01-26,2024-01-26,11:45:24,12:59:05,2.0,,,2325
87,75,2,3,10,NR,14,2024-01-26,2024-01-26,2024-01-26,11:48:27,11:58:19,00:09:52,01:26:20,01:36:12,2024-01-26,2024-01-26,11:48:27,11:58:19,1.0,5772.0,592.0,5180
88,76,2,3,10,NR,15,2024-01-26,2024-01-26,2024-01-26,11:59:18,12:15:17,00:15:59,01:36:32,01:52:31,2024-01-26,2024-01-26,11:59:18,12:15:17,1.0,6751.0,959.0,5792
90,82,2,7,8,NR,17,2024-01-26,2024-01-26,2024-01-26,12:18:49,12:37:29,00:18:40,01:51:40,02:10:20,2024-01-26,2024-01-26,12:18:49,12:37:29,1.0,7820.0,1120.0,6700
92,80,2,2,13,NR,16,2024-01-26,2024-01-26,2024-01-26,12:17:03,12:32:34,00:15:31,01:52:49,02:08:20,2024-01-26,2024-01-26,12:23:27,12:32:34,1.0,7700.0,931.0,6769
94,83,2,8,7,NR,18,2024-01-26,2024-01-26,2024-01-26,12:27:19,13:02:12,00:34:53,01:58:53,02:33:46,2024-01-26,2024-01-26,12:27:45,13:02:12,1.0,9226.0,2093.0,7133
95,90,2,2,13,NR,19,2024-01-26,2024-01-26,2024-01-26,12:32:48,12:56:13,00:23:25,01:25:58,01:49:23,2024-01-26,2024-01-26,12:32:48,12:56:13,1.0,6563.0,1405.0,5158
96,91,2,7,8,NR,20,2024-01-26,2024-01-26,2024-01-26,12:37:35,12:38:18,00:00:43,01:30:30,01:31:13,2024-01-26,2024-01-26,12:37:35,12:38:18,1.0,5473.0,43.0,5430
97,92,2,7,8,NR,21,2024-01-26,2024-01-26,2024-01-26,12:38:21,12:52:05,00:13:44,01:31:04,01:44:48,2024-01-26,2024-01-26,12:38:21,12:52:05,1.0,6288.0,824.0,5464
98,98,1,7,8,W,19,2024-01-26,2024-01-26,2024-01-26,12:52:15,12:53:31,00:01:16,01:38:54,01:40:10,2024-01-26,2024-01-26,12:52:15,12:53:31,1.0,6010.0,76.0,5934
99,102,1,7,8,W,20,2024-01-26,2024-01-26,2024-01-26,12:53:43,13:00:21,00:06:38,01:35:44,01:42:22,2024-01-26,2024-01-26,12:53:43,13:00:21,1.0,6142.0,398.0,5744
100,103,1,1,5,W,21,2024-01-26,2024-01-26,2024-01-26,12:59:06,13:05:42,,01:39:10,,2024-01-26,2024-01-26,12:59:06,13:05:42,2.0,,,5950
101,93,2,3,10,NR,22,2024-01-26,2024-01-26,2024-01-26,13:02:04,13:14:27,00:12:23,01:54:35,02:06:58,2024-01-26,2024-01-26,13:02:04,13:14:27,1.0,7618.0,743.0,6875
103,94,2,8,7,NR,23,2024-01-26,2024-01-26,2024-01-26,13:02:16,13:02:43,00:00:27,01:54:33,01:55:00,2024-01-26,2024-01-26,13:02:30,13:02:43,1.0,6900.0,27.0,6873
104,95,2,8,7,NR,24,2024-01-26,2024-01-26,2024-01-26,13:02:44,13:11:01,00:08:17,01:54:41,02:02:58,2024-01-26,2024-01-26,13:02:44,13:11:01,1.0,7378.0,497.0,6881
105,96,2,2,13,NR,25,2024-01-26,2024-01-26,2024-01-26,13:05:33,13:18:04,00:12:31,01:57:07,02:09:38,2024-01-26,2024-01-26,13:05:33,13:18:04,1.0,7778.0,751.0,7027
106,104,1,1,5,W,22,2024-01-26,2024-01-26,2024-01-26,13:05:43,13:07:36,,01:42:47,,2024-01-26,2024-01-26,13:05:43,13:07:36,2.0,,,6167
107,105,1,1,5,W,23,2024-01-26,2024-01-26,2024-01-26,13:07:40,13:19:35,,01:44:32,,2024-01-26,2024-01-26,13:07:40,13:19:35,2.0,,,6272
108,97,2,8,7,NR,26,2024-01-26,2024-01-26,2024-01-26,13:11:15,13:23:49,00:12:34,02:02:38,02:15:12,2024-01-26,2024-01-26,13:11:15,13:23:49,1.0,8112.0,754.0,7358
110,99,2,7,8,NR,27,2024-01-26,2024-01-26,2024-01-26,13:12:13,13:23:52,00:11:39,01:57:27,02:09:06,2024-01-26,2024-01-26,13:12:55,13:23:52,1.0,7746.0,699.0,7047
111,100,2,3,10,NR,28,2024-01-26,2024-01-26,2024-01-26,13:14:35,13:26:51,00:12:16,01:58:41,02:10:57,2024-01-26,2024-01-26,13:14:35,13:26:51,1.0,7857.0,736.0,7121
112,108,1,1,5,W,24,2024-01-26,2024-01-26,2024-01-26,13:19:40,13:22:43,,01:47:36,,2024-01-26,2024-01-26,13:19:40,13:22:43,2.0,,,6456
113,109,1,1,5,W,25,2024-01-26,2024-01-26,2024-01-26,13:22:44,13:23:10,,01:50:21,,2024-01-26,2024-01-26,13:22:44,13:23:10,2.0,,,6621
114,111,1,1,5,W,26,2024-01-26,2024-01-26,2024-01-26,13:23:14,13:31:26,,01:45:57,,2024-01-26,2024-01-26,13:23:14,13:31:26,2.0,,,6357
115,101,2,2,13,NR,29,2024-01-26,2024-01-26,2024-01-26,13:23:17,13:42:59,00:19:42,02:06:06,02:25:48,2024-01-26,2024-01-26,13:23:17,13:42:59,1.0,8748.0,1182.0,7566
118,107,2,8,7,NR,31,2024-01-26,2024-01-26,2024-01-26,13:25:17,13:38:09,00:12:52,01:54:23,02:07:15,2024-01-26,2024-01-26,13:25:17,13:38:09,1.0,7635.0,772.0,6863
119,110,2,3,10,NR,32,2024-01-26,2024-01-26,2024-01-26,13:27:06,13:41:19,00:14:13,01:54:07,02:08:20,2024-01-26,2024-01-26,13:27:06,13:41:19,1.0,7700.0,853.0,6847
120,112,1,1,5,W,27,2024-01-26,2024-01-26,2024-01-26,13:31:28,13:43:25,,01:53:53,,2024-01-26,2024-01-26,13:31:28,13:43:25,2.0,,,6833
121,106,2,7,8,NR,30,2024-01-26,2024-01-26,2024-01-26,13:24:41,13:32:46,00:08:05,02:01:18,02:09:23,2024-01-26,2024-01-26,13:32:27,13:32:46,1.0,7763.0,485.0,7278
122,113,2,7,8,NR,33,2024-01-26,2024-01-26,2024-01-26,13:32:48,14:05:17,00:32:29,01:19:33,01:52:02,2024-01-26,2024-01-26,13:32:48,14:05:17,1.0,6722.0,1949.0,4773
123,117,2,8,7,NR,34,2024-01-26,2024-01-26,2024-01-26,13:38:39,13:38:44,,01:24:02,,2024-01-26,2024-01-26,13:38:39,13:38:44,2.0,,,5042
124,118,2,3,10,NR,35,2024-01-26,2024-01-26,2024-01-26,13:42:52,13:56:32,00:13:40,01:27:14,01:40:54,2024-01-26,2024-01-26,13:42:52,13:56:32,1.0,6054.0,820.0,5234
126,114,1,1,5,W,28,2024-01-26,2024-01-26,2024-01-26,13:43:29,13:45:29,,01:29:58,,2024-01-26,2024-01-26,13:45:27,13:45:29,2.0,,,5398
127,115,1,1,5,W,29,2024-01-26,2024-01-26,2024-01-26,13:45:31,13:45:35,,01:31:44,,2024-01-26,2024-01-26,13:45:31,13:45:35,2.0,,,5504
128,119,2,2,13,NR,36,2024-01-26,2024-01-26,2024-01-26,13:46:07,14:16:04,00:29:57,01:30:10,02:00:07,2024-01-26,2024-01-26,13:46:07,14:16:04,1.0,7207.0,1797.0,5410
129,116,1,1,5,W,30,2024-01-26,2024-01-26,2024-01-26,13:46:13,13:54:16,,01:32:15,,2024-01-26,2024-01-26,13:46:13,13:54:16,2.0,,,5535
130,124,1,7,8,W,31,2024-01-26,2024-01-26,2024-01-26,13:52:08,14:04:09,00:12:01,01:32:32,01:44:33,2024-01-26,2024-01-26,13:52:08,14:04:09,1.0,6273.0,721.0,5552
131,122,3,3,10,T,2,2024-01-26,2024-01-26,2024-01-26,13:56:59,14:11:49,00:14:50,01:38:09,01:52:59,2024-01-26,2024-01-26,13:56:59,14:11:49,1.0,6779.0,890.0,5889
132,120,2,8,7,NR,37,2024-01-26,2024-01-26,2024-01-26,13:59:38,14:13:48,00:14:10,01:43:15,01:57:25,2024-01-26,2024-01-26,13:59:38,14:13:48,1.0,7045.0,850.0,6195
135,121,2,7,8,NR,38,2024-01-26,2024-01-26,2024-01-26,14:05:56,14:21:51,00:15:55,01:48:59,02:04:54,2024-01-26,2024-01-26,14:05:56,14:21:51,1.0,7494.0,955.0,6539
136,123,3,3,10,T,3,2024-01-26,2024-01-26,2024-01-26,14:11:51,14:12:19,,01:52:43,,2024-01-26,2024-01-26,14:11:51,14:12:19,2.0,,,6763
138,135,2,8,7,NR,39,2024-01-26,2024-01-26,2024-01-26,14:13:52,14:24:54,00:11:02,01:36:24,01:47:26,2024-01-26,2024-01-26,14:13:52,14:24:54,1.0,6446.0,662.0,5784
139,136,2,2,13,NR,40,2024-01-26,2024-01-26,2024-01-26,14:16:08,14:40:46,00:24:38,01:37:59,02:02:37,2024-01-26,2024-01-26,14:16:08,14:40:46,1.0,7357.0,1478.0,5879
140,126,1,5,6,W,33,2024-01-26,2024-01-26,2024-01-26,14:18:26,14:18:53,,01:58:26,,2024-01-26,2024-01-26,14:18:26,14:18:53,2.0,,,7106
141,137,1,5,6,W,34,2024-01-26,2024-01-26,2024-01-26,14:18:59,14:27:30,00:08:31,01:40:37,01:49:08,2024-01-26,2024-01-26,14:18:59,14:27:30,1.0,6548.0,511.0,6037
142,127,3,3,10,T,4,2024-01-26,2024-01-26,2024-01-26,14:12:22,14:25:50,00:13:28,01:40:01,01:53:29,2024-01-26,2024-01-26,14:20:29,14:25:50,1.0,6809.0,808.0,6001
143,139,1,7,8,W,35,2024-01-26,2024-01-26,2024-01-26,14:22:01,14:28:13,00:06:12,01:41:48,01:48:00,2024-01-26,2024-01-26,14:22:01,14:28:13,1.0,6480.0,372.0,6108
144,138,2,8,7,NR,41,2024-01-26,2024-01-26,2024-01-26,14:25:56,14:38:07,00:12:11,01:47:04,01:59:15,2024-01-26,2024-01-26,14:25:56,14:38:07,1.0,7155.0,731.0,6424
145,125,1,1,5,W,32,2024-01-26,2024-01-26,2024-01-26,14:03:10,14:26:28,,01:43:24,,2024-01-26,2024-01-26,14:26:24,14:26:28,2.0,,,6204
146,140,1,1,5,W,36,2024-01-26,2024-01-26,2024-01-26,14:26:32,14:38:27,,01:45:35,,2024-01-26,2024-01-26,14:26:32,14:38:27,2.0,,,6335
147,128,3,3,10,T,5,2024-01-26,2024-01-26,2024-01-26,14:27:21,14:40:03,00:12:42,01:54:50,02:07:32,2024-01-26,2024-01-26,14:27:21,14:40:03,1.0,7652.0,762.0,6890
148,145,1,7,8,W,37,2024-01-26,2024-01-26,2024-01-26,14:28:41,14:36:39,00:07:58,01:42:01,01:49:59,2024-01-26,2024-01-26,14:28:41,14:36:39,1.0,6599.0,478.0,6121
149,146,1,7,8,W,38,2024-01-26,2024-01-26,2024-01-26,14:37:28,14:37:46,,01:48:11,,2024-01-26,2024-01-26,14:37:28,14:37:46,2.0,,,6491
150,150,1,7,8,W,39,2024-01-26,2024-01-26,2024-01-26,14:37:50,14:40:49,00:02:59,01:40:34,01:43:33,2024-01-26,2024-01-26,14:37:50,14:40:49,1.0,6213.0,179.0,6034
152,151,1,1,5,W,40,2024-01-26,2024-01-26,2024-01-26,14:38:29,14:39:13,,01:39:05,,2024-01-26,2024-01-26,14:38:47,14:39:13,2.0,,,5945
153,157,1,1,5,W,41,2024-01-26,2024-01-26,2024-01-26,14:39:15,14:39:53,,01:25:44,,2024-01-26,2024-01-26,14:39:15,14:39:53,2.0,,,5144
154,161,1,1,5,W,42,2024-01-26,2024-01-26,2024-01-26,14:39:54,14:40:12,,01:12:32,,2024-01-26,2024-01-26,14:39:54,14:40:12,2.0,,,4352
155,129,3,3,10,T,6,2024-01-26,2024-01-26,2024-01-26,14:40:05,14:51:30,00:11:25,02:06:58,02:18:23,2024-01-26,2024-01-26,14:40:05,14:51:30,1.0,8303.0,685.0,7618
156,163,1,1,5,W,43,2024-01-26,2024-01-26,2024-01-26,14:40:14,14:49:48,,01:11:45,,2024-01-26,2024-01-26,14:40:14,14:49:48,2.0,,,4305
157,141,2,8,7,NR,42,2024-01-26,2024-01-26,2024-01-26,14:40:43,14:52:22,00:11:39,01:58:26,02:10:05,2024-01-26,2024-01-26,14:40:43,14:52:22,1.0,7805.0,699.0,7106
158,142,2,2,13,NR,43,2024-01-26,2024-01-26,2024-01-26,14:40:50,14:57:51,00:17:01,01:56:49,02:13:50,2024-01-26,2024-01-26,14:40:50,14:57:51,1.0,8030.0,1021.0,7009
159,143,2,7,8,NR,44,2024-01-26,2024-01-26,2024-01-26,14:42:59,14:59:33,00:16:34,01:57:13,02:13:47,2024-01-26,2024-01-26,14:42:59,14:59:33,1.0,8027.0,994.0,7033
160,165,1,1,5,W,44,2024-01-26,2024-01-26,2024-01-26,14:49:50,15:04:25,,01:16:18,,2024-01-26,2024-01-26,14:49:50,15:04:25,2.0,,,4578
161,144,2,8,7,NR,45,2024-01-26,2024-01-26,2024-01-26,14:53:32,15:08:24,00:14:52,02:07:33,02:22:25,2024-01-26,2024-01-26,14:53:32,15:08:24,1.0,8545.0,892.0,7653
163,130,3,3,10,T,7,2024-01-26,2024-01-26,2024-01-26,14:58:47,15:08:51,00:10:04,02:25:10,02:35:14,2024-01-26,2024-01-26,14:58:47,15:08:51,1.0,9314.0,604.0,8710
164,149,2,7,8,NR,47,2024-01-26,2024-01-26,2024-01-26,15:00:54,15:15:16,00:14:22,02:05:34,02:19:56,2024-01-26,2024-01-26,15:00:54,15:15:16,1.0,8396.0,862.0,7534
166,148,2,2,13,NR,46,2024-01-26,2024-01-26,2024-01-26,14:57:54,15:20:58,00:23:04,02:05:27,02:28:31,2024-01-26,2024-01-26,15:03:06,15:20:58,1.0,8911.0,1384.0,7527
167,168,1,1,5,W,45,2024-01-26,2024-01-26,2024-01-26,15:04:27,15:07:53,,01:14:06,,2024-01-26,2024-01-26,15:04:27,15:07:53,2.0,,,4446
168,169,1,1,5,W,46,2024-01-26,2024-01-26,2024-01-26,15:07:57,15:13:56,,01:12:41,,2024-01-26,2024-01-26,15:07:57,15:13:56,2.0,,,4361
169,131,3,3,10,T,8,2024-01-26,2024-01-26,2024-01-26,15:08:53,15:20:52,00:11:59,02:34:45,02:46:44,2024-01-26,2024-01-26,15:08:53,15:20:52,1.0,10004.0,719.0,9285
170,152,2,8,7,NR,48,2024-01-26,2024-01-26,2024-01-26,15:12:40,15:27:52,00:15:12,02:09:35,02:24:47,2024-01-26,2024-01-26,15:12:40,15:27:52,1.0,8687.0,912.0,7775
171,171,1,1,5,W,47,2024-01-26,2024-01-26,2024-01-26,15:13:58,15:14:41,,01:03:19,,2024-01-26,2024-01-26,15:13:58,15:14:41,2.0,,,3799
172,172,1,1,5,W,48,2024-01-26,2024-01-26,2024-01-26,15:14:43,15:15:12,,01:03:53,,2024-01-26,2024-01-26,15:14:43,15:15:12,2.0,,,3833
173,174,1,5,6,W,49,2024-01-26,2024-01-26,2024-01-26,15:14:55,15:27:56,00:13:01,00:52:12,01:05:13,2024-01-26,2024-01-26,15:14:55,15:27:56,1.0,3913.0,781.0,3132
174,175,1,1,5,W,50,2024-01-26,2024-01-26,2024-01-26,15:15:13,15:18:49,,00:50:35,,2024-01-26,2024-01-26,15:15:13,15:18:49,2.0,,,3035
175,153,2,7,8,NR,49,2024-01-26,2024-01-26,2024-01-26,15:17:11,15:32:15,00:15:04,02:13:46,02:28:50,2024-01-26,2024-01-26,15:17:11,15:32:15,1.0,8930.0,904.0,8026
176,176,1,1,5,W,51,2024-01-26,2024-01-26,2024-01-26,15:18:51,15:30:38,,00:49:02,,2024-01-26,2024-01-26,15:18:51,15:30:38,2.0,,,2942
178,154,2,8,7,NR,50,2024-01-26,2024-01-26,2024-01-26,15:27:54,15:42:57,00:15:03,02:24:15,02:39:18,2024-01-26,2024-01-26,15:27:54,15:42:57,1.0,9558.0,903.0,8655
179,178,1,1,5,W,52,2024-01-26,2024-01-26,2024-01-26,15:30:39,15:34:24,,00:40:33,,2024-01-26,2024-01-26,15:30:39,15:34:24,2.0,,,2433
180,132,3,3,10,T,9,2024-01-26,2024-01-26,2024-01-26,15:20:56,15:37:01,00:16:05,02:45:58,03:02:03,2024-01-26,2024-01-26,15:30:46,15:37:01,1.0,10923.0,965.0,9958
181,179,1,1,5,W,53,2024-01-26,2024-01-26,2024-01-26,15:34:26,15:38:56,,00:34:16,,2024-01-26,2024-01-26,15:34:26,15:38:56,2.0,,,2056
182,155,2,7,8,NR,51,2024-01-26,2024-01-26,2024-01-26,15:37:11,15:51:57,00:14:46,02:26:29,02:41:15,2024-01-26,2024-01-26,15:37:11,15:51:57,1.0,9675.0,886.0,8789
183,133,3,3,10,T,10,2024-01-26,2024-01-26,2024-01-26,15:37:26,15:37:38,,03:01:48,,2024-01-26,2024-01-26,15:37:26,15:37:38,2.0,,,10908
184,134,3,3,10,T,11,2024-01-26,2024-01-26,2024-01-26,15:37:39,15:37:47,,03:01:45,,2024-01-26,2024-01-26,15:37:39,15:37:47,2.0,,,10905
185,147,3,3,10,T,12,2024-01-26,2024-01-26,2024-01-26,15:37:49,15:52:13,00:14:24,02:47:41,03:02:05,2024-01-26,2024-01-26,15:37:49,15:52:13,1.0,10925.0,864.0,10061
186,180,1,1,5,W,54,2024-01-26,2024-01-26,2024-01-26,15:38:57,15:39:41,,00:08:25,,2024-01-26,2024-01-26,15:38:57,15:39:41,2.0,,,505
187,181,1,1,5,W,55,2024-01-26,2024-01-26,2024-01-26,15:39:42,15:43:18,,00:07:01,,2024-01-26,2024-01-26,15:39:42,15:43:18,2.0,,,421
188,156,2,7,8,NR,52,2024-01-26,2024-01-26,2024-01-26,15:52:08,16:05:10,00:13:02,02:39:46,02:52:48,2024-01-26,2024-01-26,15:52:08,16:05:10,1.0,10368.0,782.0,9586
189,158,2,3,10,NR,53,2024-01-26,2024-01-26,2024-01-26,15:52:45,15:53:03,,02:29:39,,2024-01-26,2024-01-26,15:52:45,15:53:03,2.0,,,8979
190,159,2,3,10,NR,54,2024-01-26,2024-01-26,2024-01-26,15:53:05,16:05:09,00:12:04,02:26:57,02:39:01,2024-01-26,2024-01-26,15:53:05,16:05:09,1.0,9541.0,724.0,8817
191,160,2,1,5,NR,55,2024-01-26,2024-01-26,2024-01-26,15:56:27,16:07:14,,02:29:53,,2024-01-26,2024-01-26,15:56:27,16:07:14,2.0,,,8993
192,162,2,2,13,NR,56,2024-01-26,2024-01-26,2024-01-26,16:02:49,16:19:27,00:16:38,02:34:56,02:51:34,2024-01-26,2024-01-26,16:02:49,16:19:27,1.0,10294.0,998.0,9296
193,164,2,7,8,NR,57,2024-01-26,2024-01-26,2024-01-26,16:06:13,16:15:59,00:09:46,02:34:03,02:43:49,2024-01-26,2024-01-26,16:06:13,16:15:59,1.0,9829.0,586.0,9243
195,166,2,1,5,NR,58,2024-01-26,2024-01-26,,16:07:16,,,02:27:32,,2024-01-26,2024-01-26,16:07:37,16:07:37,,,,8852
196,167,2,3,10,NR,59,2024-01-26,2024-01-26,2024-01-26,16:18:21,16:29:11,00:10:50,02:30:21,02:41:11,2024-01-26,2024-01-26,16:18:21,16:29:11,1.0,9671.0,650.0,9021
197,170,2,2,13,NR,60,2024-01-26,2024-01-26,2024-01-26,16:19:29,16:32:48,00:13:19,02:23:31,02:36:50,2024-01-26,2024-01-26,16:19:29,16:32:48,1.0,9410.0,799.0,8611
198,173,2,3,10,NR,61,2024-01-26,2024-01-26,2024-01-26,16:29:17,16:39:02,00:09:45,02:14:13,02:23:58,2024-01-26,2024-01-26,16:29:17,16:39:02,1.0,8638.0,585.0,8053
